label,text
ham,Also andros ice etc etc
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
ham,You always make things bigger than they are
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA
ham,"Trust me. Even if isn't there, its there."
ham,Are u awake? Is there snow there?
ham,O ic lol. Should play 9 doors sometime yo
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
ham,Oh ho. Is this the first time u use these type of words
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
ham,U attend ur driving lesson how many times a wk n which day?
ham,You should change your fb to jaykwon thuglyfe falconerf
ham,Roger that. We‰Û÷re probably going to rem in about 20
ham,Sure! I am driving but will reach my destination soon.
ham,Shall i come to get pickle
ham,When/where do I pick you up
ham,How dare you change my ring
ham,"Dizzamn, aight I'll ask my suitemates when I get back"
ham,No de.am seeing in online shop so that i asked.
ham,I will come tomorrow di
ham,"Get the door, I'm here"
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
ham,Yunny... I'm goin to be late
ham,What is the plural of the noun research?
ham,I havent lei.. Next mon can?
ham,This pain couldn't have come at a worse time.
ham,Yeah we do totes. When u wanna?
ham,Yes.. now only saw your message..
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
ham,Thank you princess! You are so sexy...
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
ham,"G says you never answer your texts, confirm/deny"
ham,"Sorry battery died, yeah I'm here"
ham,Are you available for soiree on June 3rd?
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe"
ham,Those were my exact intentions
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,Are you willing to go for aptitude class.
ham,Id onluy matters when getting on from offcampus
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
ham,Why tired what special there you had
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
ham,No plm i will come da. On the way.
ham,I WILL CAL YOU SIR. In meeting
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
ham,What time you think you'll have it? Need to know when I should be near campus
ham,I‰Û÷m going to try for 2 months ha ha only joking
spam,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
ham,Orh i tot u say she now still dun believe.
spam,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription
ham,LOL ... Have you made plans for new years?
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
ham,She's borderline but yeah whatever.
ham,O was not into fps then.
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
ham,You see the requirements please
ham,Probably gonna swing by in a wee bit
ham,Your dad is back in ph?
ham,Ugh my leg hurts. Musta overdid it on mon.
ham,No let me do the math. Your not good at it.
ham,I'm stuck in da middle of da row on da right hand side of da lt... 
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
ham,Did u got that persons story
ham,Hey whats up? U sleeping all morning?
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
ham,Hurry home. Soup is DONE!
ham,All e best 4 ur exam later.
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
ham,Sounds like something that someone testing me would sayy
ham,Sorry completely forgot * will pop em round this week if your still here?
ham,Did u find out what time the bus is at coz i need to sort some stuff out.
ham,Umma my life and vava umma love you lot dear
ham,DO NOT B LATE LOVE MUM
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
ham,Hey gals.. Anyone of u going down to e driving centre tmr?
ham,Fine am simply sitting.
ham,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x
ham,Ay wana meet on sat?Ì_ wkg on sat?
ham,Already am squatting is the new way of walking
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
ham,I'm always looking for an excuse to be in the city.
ham,Good Morning plz call me sir
ham,Hope you are feeling great. Pls fill me in. Abiola
ham,Cause I'm not freaky lol
ham,Annoying isn't it.
ham,No message..no responce..what happend?
ham,I place all ur points on e cultures module already.
ham,I've been trying to reach him without success
ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx
ham,Pick you up bout 7.30ish? What time are  and that going?
ham,Surly ill give it to you:-) while coming to review.
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
ham,I have lost 10 kilos as of today!
ham,In which place i can get rooms cheap:-)
ham,Change again... It's e one next to escalator...
ham,ÌÏ neva tell me how i noe... I'm not at home in da aft wat... 
ham,Can u get pic msgs to your phone?
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
ham,did u get that message
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3."
ham,Oh thanks a lot..i already bought 2 eggs ..
ham,I see the letter B on my car
ham,Okie.. Thanx..
ham,Yeah that's the impression I got
ham,I'm leaving my house now.
ham,But i juz remembered i gotta bathe my dog today..
ham,No. Thank you. You've been wonderful
ham,Erutupalam thandiyachu
spam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+"
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
ham,"Jus chillaxin, what up"
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
ham,East coast
ham,Yup i'm elaborating on the safety aspects and some other issues..
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
ham,Think + da. You wil do.
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+"
ham,Din i tell u jus now 420
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\"""""
ham,It's justbeen overa week since we broke up and already our brains are going to mush!
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
ham,Where at were hungry too
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
ham,Yeah right! I'll bring my tape measure fri!
ham,Are you free now?can i call now?
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
ham,In sch but neva mind u eat 1st lor..
ham,Love it! The girls at the office may wonder why you are smiling but sore...
ham,ELLO BABE U OK?
ham,Were somewhere on Fredericksburg
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham,K come to nordstrom when you're done
ham,I didn't get the second half of that message
ham,Where in abj are you serving. Are you staying with dad or alone.
